sender,sender_type,sender_id,timestamp,meta,ITI_value,choice,consent,diff_net_value,duration,ended_on,gain_color,left,left_side,loss_color,not_choice,picture_left,picture_right,points,points1Block,points2Block,points3Block,points4Block,points5Block,points6Block,pointsBlock,responded,response,response_action,right,right_side,switch_sides,time_commit,time_end,time_render,time_run,time_show,time_switch,totalPoints,totalPoints_practice,url
choice,canvas.Screen,0_13_9_2,2022-07-13T16:55:00.607Z,,,0.495,,2,1003.4400000000605,timeout,,,0.505,,0.505,,,1,,,19,,,,,,,,,0.495,true,991620,991607.04,990619.96,990620,990620.32,991623.76,261,,
ITI,canvas.Screen,0_13_9_3,2022-07-13T16:55:01.108Z,,2564,,,2,500.0200000000186,timeout,,,0.505,,,,,,,,,,,,,,,,,0.495,true,992121,992107.22,991607.04,991620,991623.76,992123.78,,,
trial,flow.Sequence,0_13_9,2022-07-13T16:55:01.108Z,,,,,2,2483.4199999999255,completion,,,0.505,,,,,,,,,,,,,,,,,0.495,true,992121,992107.22,989607.24,989622,989623.8,992123.78,,,
fixation,canvas.Screen,0_13_10_0,2022-07-13T16:55:01.608Z,,,,,6,694.3199999999488,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,false,992620,992606.58,992107.22,992121,992123.78,992818.1,,,
stimulus,canvas.Screen,0_13_10_1,2022-07-13T16:55:02.497Z,,,,,6,672.9000000000233,response,,0.515,0.515,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D51.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D51.png,,,,,,,,,true,j,keypress(j),0.485,0.485,false,993509,993491,992606.58,992818,992818.1,993511.88,,,
choice,canvas.Screen,0_13_10_2,2022-07-13T16:55:03.494Z,,,0.485,,6,995.1600000000326,timeout,,,0.515,,0.515,,,3,,,22,,,,,,,,,0.485,false,994506,994490.34,993511.5,993512,993511.88,994507.04,264,,
ITI,canvas.Screen,0_13_10_3,2022-07-13T16:55:03.992Z,,2916,,,6,499.7799999999115,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,false,995005,994989.56,994490.34,994506,994507.04,995006.82,,,
trial,flow.Sequence,0_13_10,2022-07-13T16:55:03.993Z,,,,,6,2865.780000000028,completion,,,0.515,,,,,,,,,,,,,,,,,0.485,false,995006,994989.56,992107.22,992121,992123.78,995006.82,,,
fixation,canvas.Screen,0_13_11_0,2022-07-13T16:55:04.492Z,,,,,4,704.0800000000745,timeout,,,0.53,,,,,,,,,,,,,,,,,0.51,true,995505,995490.58,994989.56,995006,995006.82,995710.9,,,
stimulus,canvas.Screen,0_13_11_1,2022-07-13T16:55:05.266Z,,,,,4,551.0999999999767,response,,0.51,0.53,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.51blue1yellowb%3D1w%3D100v%3D66.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.53blue1yellowb%3D1w%3D100v%3D66.png,,,,,,,,,true,f,keypress(f),0.53,0.51,true,996279,996262,995490.58,995711,995710.9,996283.18,,,
choice,canvas.Screen,0_13_11_2,2022-07-13T16:55:06.275Z,,,0.51,,4,1006.5399999999208,timeout,,,0.53,,0.53,,,-2,,,20,,,,,,,,,0.51,true,997288,997273.8,996282.8,996283,996283.18,997289.72,262,,
ITI,canvas.Screen,0_13_11_3,2022-07-13T16:55:06.776Z,,2962,,,4,500.0800000000745,timeout,,,0.53,,,,,,,,,,,,,,,,,0.51,true,997788,997772.94,997273.8,997288,997289.72,997789.8,,,
trial,flow.Sequence,0_13_11,2022-07-13T16:55:06.776Z,,,,,4,2766.1199999999953,completion,,,0.53,,,,,,,,,,,,,,,,,0.51,true,997789,997772.94,994989.56,995006,995006.82,997789.8,,,
fixation,canvas.Screen,0_13_12_0,2022-07-13T16:55:07.276Z,,,,,2,687.5399999999208,timeout,,,0.495,,,,,,,,,,,,,,,,,0.485,true,998289,998273.8,997772.94,997789,997789.8,998477.34,,,
stimulus,canvas.Screen,0_13_12_1,2022-07-13T16:55:08.009Z,,,,,2,526.6600000000326,response,,0.485,0.495,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D98.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.495blue1yellowb%3D1w%3D100v%3D98.png,,,,,,,,,true,f,keypress(f),0.495,0.485,true,999021,999004,998273.8,998477,998477.34,999024.32,,,
choice,canvas.Screen,0_13_12_2,2022-07-13T16:55:09.009Z,,,0.485,,2,999.3400000000838,timeout,,,0.495,,0.495,,,3,,,23,,,,,,,,,0.485,true,1000020,1000007.12,999023.86,999024,999024.32,1000023.66,265,,
ITI,canvas.Screen,0_13_12_3,2022-07-13T16:55:09.510Z,,2513,,,2,499.8399999999674,timeout,,,0.495,,,,,,,,,,,,,,,,,0.485,true,1000522,1000507.12,1000007.12,1000021,1000023.66,1000523.5,,,
trial,flow.Sequence,0_13_12,2022-07-13T16:55:09.510Z,,,,,2,2717.319999999949,completion,,,0.495,,,,,,,,,,,,,,,,,0.485,true,1000522,1000507.12,997772.94,997789,997789.8,1000523.5,,,
fixation,canvas.Screen,0_13_13_0,2022-07-13T16:55:10.008Z,,,,,4,683.3800000000047,timeout,,,0.51,,,,,,,,,,,,,,,,,0.49,true,1001021,1001006.44,1000507.12,1000522,1000523.5,1001206.88,,,
stimulus,canvas.Screen,0_13_13_1,2022-07-13T16:55:10.696Z,,,,,4,483.11999999999534,response,,0.49,0.51,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.49blue1yellowb%3D1w%3D100v%3D25.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.51blue1yellowb%3D1w%3D100v%3D25.png,,,,,,,,,true,f,keypress(f),0.51,0.49,true,1001709,1001690,1001006.44,1001207,1001206.88,1001712.06,,,
choice,canvas.Screen,0_13_13_2,2022-07-13T16:55:11.691Z,,,0.49,,4,994.8999999999069,timeout,,,0.51,,0.51,,,2,,,25,,,,,,,,,0.49,true,1002704,1002689.9,1001711.74,1001712,1001712.06,1002706.96,267,,
ITI,canvas.Screen,0_13_13_3,2022-07-13T16:55:12.191Z,,2135,,,4,499.44000000006054,timeout,,,0.51,,,,,,,,,,,,,,,,,0.49,true,1003203,1003189.26,1002689.9,1002704,1002706.96,1003206.4,,,
trial,flow.Sequence,0_13_13,2022-07-13T16:55:12.191Z,,,,,4,2665.7600000000093,completion,,,0.51,,,,,,,,,,,,,,,,,0.49,true,1003203,1003189.26,1000507.12,1000522,1000523.5,1003206.4,,,
fixation,canvas.Screen,0_13_14_0,2022-07-13T16:55:12.692Z,,,,,2,679.5,timeout,,,0.515,,,,,,,,,,,,,,,,,0.505,true,1003704,1003690.38,1003189.26,1003203,1003206.4,1003885.9,,,
stimulus,canvas.Screen,0_13_14_1,2022-07-13T16:55:13.263Z,,,,,2,372.0999999999767,response,,0.505,0.515,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.505blue1yellowb%3D1w%3D100v%3D10.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D10.png,,,,,,,,,true,f,keypress(f),0.515,0.505,true,1004276,1004258,1003690.38,1003886,1003885.9,1004278.52,,,
choice,canvas.Screen,0_13_14_2,2022-07-13T16:55:14.258Z,,,0.505,,2,994.5,timeout,,,0.515,,0.515,,,-1,,,24,,,,,,,,,0.505,true,1005271,1005255.9,1004278.16,1004278,1004278.52,1005273.02,266,,
ITI,canvas.Screen,0_13_14_3,2022-07-13T16:55:14.758Z,,2950,,,2,500.55999999993946,timeout,,,0.515,,,,,,,,,,,,,,,,,0.505,true,1005771,1005756.82,1005255.9,1005271,1005273.02,1005773.58,,,
trial,flow.Sequence,0_13_14,2022-07-13T16:55:14.758Z,,,,,2,2550.4199999999255,completion,,,0.515,,,,,,,,,,,,,,,,,0.505,true,1005771,1005756.82,1003189.26,1003203,1003206.4,1005773.58,,,
fixation,canvas.Screen,0_13_15_0,2022-07-13T16:55:15.259Z,,,,,6,684.4800000000978,timeout,,,0.485,,,,,,,,,,,,,,,,,0.455,true,1006271,1006257.06,1005756.82,1005771,1005773.58,1006458.06,,,
stimulus,canvas.Screen,0_13_15_1,2022-07-13T16:55:15.871Z,,,,,6,406.9399999999441,response,,0.455,0.485,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.455blue1yellowb%3D1w%3D100v%3D76.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D76.png,,,,,,,,,true,f,keypress(f),0.485,0.455,true,1006883,1006865,1006257.06,1006459,1006458.06,1006885.6,,,
choice,canvas.Screen,0_13_15_2,2022-07-13T16:55:16.877Z,,,0.455,,6,1003.9000000000233,timeout,,,0.485,,0.485,,,9,,,33,,,,,,,,,0.455,true,1007889,1007873.66,1006885.22,1006885,1006885.6,1007889.5,275,,
ITI,canvas.Screen,0_13_15_3,2022-07-13T16:55:17.375Z,,2428,,,6,500.7399999999907,timeout,,,0.485,,,,,,,,,,,,,,,,,0.455,true,1008387,1008373,1007873.66,1007889,1007889.5,1008390.24,,,
trial,flow.Sequence,0_13_15,2022-07-13T16:55:17.376Z,,,,,6,2599.420000000042,completion,,,0.485,,,,,,,,,,,,,,,,,0.455,true,1008387,1008373,1005756.82,1005771,1005773.58,1008390.24,,,
fixation,canvas.Screen,0_13_16_0,2022-07-13T16:55:17.876Z,,,,,6,686.2399999999907,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,false,1008887,1008873.06,1008373,1008388,1008390.24,1009076.48,,,
stimulus,canvas.Screen,0_13_16_1,2022-07-13T16:55:18.822Z,,,,,6,739.5200000000186,response,,0.545,0.545,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.545blue1yellowb%3D1w%3D100v%3D15.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D15.png,,,,,,,,,true,j,keypress(j),0.515,0.515,false,1009833,1009816,1008873.06,1009077,1009076.48,1009836.26,,,
choice,canvas.Screen,0_13_16_2,2022-07-13T16:55:19.825Z,,,0.515,,6,1003.6999999999534,timeout,,,0.545,,0.545,,,-3,,,30,,,,,,,,,0.515,false,1010837,1010822.7,1009835.88,1009836,1009836.26,1010839.96,272,,
ITI,canvas.Screen,0_13_16_3,2022-07-13T16:55:20.326Z,,2059,,,6,499.2200000000885,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,false,1011338,1011323.62,1010822.7,1010837,1010839.96,1011339.18,,,
trial,flow.Sequence,0_13_16,2022-07-13T16:55:20.326Z,,,,,6,2933.3800000000047,completion,,,0.545,,,,,,,,,,,,,,,,,0.515,false,1011338,1011323.62,1008373,1008388,1008390.24,1011339.18,,,
fixation,canvas.Screen,0_13_17_0,2022-07-13T16:55:20.825Z,,,,,4,506.69999999995343,timeout,,,0.49,,,,,,,,,,,,,,,,,0.47,false,1011838,1011823.6,1011323.62,1011338,1011339.18,1011845.88,,,
stimulus,canvas.Screen,0_13_17_1,2022-07-13T16:55:21.342Z,,,,,4,490.11999999999534,response,,0.49,0.49,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.49blue1yellowb%3D1w%3D100v%3D91.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.47blue1yellowb%3D1w%3D100v%3D91.png,,,,,,,,,true,f,keypress(f),0.47,0.47,false,1012354,1012336,1011823.6,1011846,1011845.88,1012357.32,,,
choice,canvas.Screen,0_13_17_2,2022-07-13T16:55:22.341Z,,,0.49,,4,998.9600000000792,timeout,,,0.49,,0.47,,,2,,,32,,,,,,,,,0.47,false,1013353,1013339.16,1012356.96,1012357,1012357.32,1013356.28,274,,
ITI,canvas.Screen,0_13_17_3,2022-07-13T16:55:22.842Z,,2069,,,4,500.5200000000186,timeout,,,0.49,,,,,,,,,,,,,,,,,0.47,false,1013854,1013840.24,1013339.16,1013353,1013356.28,1013856.8,,,
trial,flow.Sequence,0_13_17,2022-07-13T16:55:22.842Z,,,,,4,2501.0599999999395,completion,,,0.49,,,,,,,,,,,,,,,,,0.47,false,1013855,1013840.24,1011323.62,1011338,1011339.18,1013856.8,,,
fixation,canvas.Screen,0_13_18_0,2022-07-13T16:55:23.343Z,,,,,2,687.7799999999115,timeout,,,0.495,,,,,,,,,,,,,,,,,0.485,false,1014355,1014340.24,1013840.24,1013855,1013856.8,1014544.58,,,
stimulus,canvas.Screen,0_13_18_1,2022-07-13T16:55:24.820Z,,,,,2,1268.420000000042,response,,0.495,0.495,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.495blue1yellowb%3D1w%3D100v%3D95.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D95.png,,,,,,,,,true,j,keypress(j),0.485,0.485,false,1015832,1015813,1014340.24,1014544,1014544.58,1015834.66,,,
choice,canvas.Screen,0_13_18_2,2022-07-13T16:55:25.825Z,,,0.485,,2,1004.7799999999115,timeout,,,0.495,,0.495,,,3,,,35,,,,,,,,,0.485,false,1016837,1016822.86,1015834.3,1015834,1015834.66,1016839.44,277,,
ITI,canvas.Screen,0_13_18_3,2022-07-13T16:55:26.326Z,,2847,,,2,500.2400000001071,timeout,,,0.495,,,,,,,,,,,,,,,,,0.485,false,1017338,1017323.54,1016822.86,1016837,1016839.44,1017339.68,,,
trial,flow.Sequence,0_13_18,2022-07-13T16:55:26.326Z,,,,,2,3466.7399999999907,completion,,,0.495,,,,,,,,,,,,,,,,,0.485,false,1017338,1017323.54,1013840.24,1013855,1013856.8,1017339.68,,,
fixation,canvas.Screen,0_13_19_0,2022-07-13T16:55:26.825Z,,,,,6,505.61999999999534,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,true,1017838,1017823.48,1017323.54,1017338,1017339.68,1017845.3,,,
stimulus,canvas.Screen,0_13_19_1,2022-07-13T16:55:28.026Z,,,,,6,1174.6999999999534,response,,0.485,0.515,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D61.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D61.png,,,,,,,,,true,f,keypress(f),0.515,0.485,true,1019038,1019020,1017823.48,1017845,1017845.3,1019041.46,,,
choice,canvas.Screen,0_13_19_2,2022-07-13T16:55:29.025Z,,,0.485,,6,998.6000000000931,timeout,,,0.515,,0.515,,,3,,,38,,,,,,,,,0.485,true,1020036,1020022.44,1019040.42,1019040,1019041.46,1020040.06,280,,
ITI,canvas.Screen,0_13_19_3,2022-07-13T16:55:29.525Z,,2307,,,6,499.9799999999814,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,true,1020537,1020522.8,1020022.44,1020036,1020040.06,1020540.04,,,
trial,flow.Sequence,0_13_19,2022-07-13T16:55:29.526Z,,,,,6,3183.1199999999953,completion,,,0.515,,,,,,,,,,,,,,,,,0.485,true,1020537,1020522.8,1017323.54,1017338,1017339.68,1020540.04,,,
fixation,canvas.Screen,0_13_20_0,2022-07-13T16:55:30.025Z,,,,,2,676.640000000014,timeout,,,0.505,,,,,,,,,,,,,,,,,0.495,false,1021037,1021023.48,1020522.8,1020538,1020540.04,1021216.68,,,
stimulus,canvas.Screen,0_13_20_1,2022-07-13T16:55:31.294Z,,,,,2,1071.3199999999488,response,,0.505,0.505,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.505blue1yellowb%3D1w%3D100v%3D78.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.495blue1yellowb%3D1w%3D100v%3D78.png,,,,,,,,,true,j,keypress(j),0.495,0.495,false,1022307,1022288,1021023.48,1021216,1021216.68,1022309.08,,,
choice,canvas.Screen,0_13_20_2,2022-07-13T16:55:32.290Z,,,0.495,,2,997.0600000000559,timeout,,,0.505,,0.505,,,1,,,39,,,,,,,,,0.495,false,1023302,1023289.02,1022308.68,1022309,1022309.08,1023306.14,281,,
ITI,canvas.Screen,0_13_20_3,2022-07-13T16:55:32.792Z,,2669,,,2,500.5200000000186,timeout,,,0.505,,,,,,,,,,,,,,,,,0.495,false,1023804,1023790.1,1023289.02,1023303,1023306.14,1023806.66,,,
trial,flow.Sequence,0_13_20,2022-07-13T16:55:32.792Z,,,,,2,3250.0599999999395,completion,,,0.505,,,,,,,,,,,,,,,,,0.495,false,1023804,1023790.1,1020522.8,1020537,1020540.04,1023806.66,,,
fixation,canvas.Screen,0_13_21_0,2022-07-13T16:55:33.292Z,,,,,6,680.640000000014,timeout,,,0.485,,,,,,,,,,,,,,,,,0.455,false,1024304,1024290.1,1023790.1,1023804,1023806.66,1024487.3,,,
stimulus,canvas.Screen,0_13_21_1,2022-07-13T16:55:34.100Z,,,,,6,607.6999999999534,response,,0.485,0.485,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D59.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.455blue1yellowb%3D1w%3D100v%3D59.png,,,,,,,,,true,j,keypress(j),0.455,0.455,false,1025112,1025095,1024290.1,1024487,1024487.3,1025114.62,,,
choice,canvas.Screen,0_13_21_2,2022-07-13T16:55:35.092Z,,,0.455,,6,992.0200000000186,timeout,,,0.485,,0.485,,,9,,,48,,,,,,,,,0.455,false,1026105,1026089.78,1025114.24,1025114,1025114.62,1026106.64,290,,
ITI,canvas.Screen,0_13_21_3,2022-07-13T16:55:35.592Z,,2593,,,6,499.2399999999907,timeout,,,0.485,,,,,,,,,,,,,,,,,0.455,false,1026604,1026588.94,1026089.78,1026105,1026106.64,1026605.88,,,
trial,flow.Sequence,0_13_21,2022-07-13T16:55:35.592Z,,,,,6,2782.2799999999115,completion,,,0.485,,,,,,,,,,,,,,,,,0.455,false,1026605,1026588.94,1023790.1,1023804,1023806.66,1026605.88,,,
fixation,canvas.Screen,0_13_22_0,2022-07-13T16:55:36.091Z,,,,,6,680.6999999999534,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,true,1027103,1027088.92,1026588.94,1026606,1026605.88,1027286.58,,,
stimulus,canvas.Screen,0_13_22_1,2022-07-13T16:55:37.451Z,,,,,6,1159.420000000042,response,,0.515,0.545,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D95.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.545blue1yellowb%3D1w%3D100v%3D95.png,,,,,,,,,true,f,keypress(f),0.545,0.515,true,1028464,1028446,1027088.92,1027286,1027286.58,1028467.5,,,
choice,canvas.Screen,0_13_22_2,2022-07-13T16:55:38.458Z,,,0.515,,6,1005.7600000000093,timeout,,,0.545,,0.545,,,-3,,,45,,,,,,,,,0.515,true,1029471,1029456.64,1028467.12,1028467,1028467.5,1029473.26,287,,
ITI,canvas.Screen,0_13_22_3,2022-07-13T16:55:38.958Z,,2852,,,6,499.9200000000419,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,true,1029971,1029955.92,1029456.64,1029471,1029473.26,1029973.18,,,
trial,flow.Sequence,0_13_22,2022-07-13T16:55:38.959Z,,,,,6,3350.0400000000373,completion,,,0.545,,,,,,,,,,,,,,,,,0.515,true,1029972,1029955.92,1026588.94,1026606,1026605.88,1029973.18,,,
fixation,canvas.Screen,0_13_23_0,2022-07-13T16:55:39.459Z,,,,,4,673,timeout,,,0.49,,,,,,,,,,,,,,,,,0.47,false,1030472,1030456.68,1029955.92,1029972,1029973.18,1030646.18,,,
stimulus,canvas.Screen,0_13_23_1,2022-07-13T16:55:40.200Z,,,,,4,547.8199999999488,response,,0.49,0.49,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.49blue1yellowb%3D1w%3D100v%3D26.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.47blue1yellowb%3D1w%3D100v%3D26.png,,,,,,,,,true,f,keypress(f),0.47,0.47,false,1031213,1031194,1030456.68,1030646,1030646.18,1031215.04,,,
choice,canvas.Screen,0_13_23_2,2022-07-13T16:55:41.208Z,,,0.49,,4,1007.5799999999581,timeout,,,0.49,,0.47,,,2,,,47,,,,,,,,,0.47,false,1032221,1032206.64,1031214.72,1031215,1031215.04,1032222.62,289,,
ITI,canvas.Screen,0_13_23_3,2022-07-13T16:55:41.710Z,,2901,,,4,499.5999999999767,timeout,,,0.49,,,,,,,,,,,,,,,,,0.47,false,1032721,1032706.64,1032206.64,1032221,1032222.62,1032722.22,,,
trial,flow.Sequence,0_13_23,2022-07-13T16:55:41.710Z,,,,,4,2733.4599999999627,completion,,,0.49,,,,,,,,,,,,,,,,,0.47,false,1032721,1032706.64,1029955.92,1029972,1029973.18,1032722.22,,,
fixation,canvas.Screen,0_13_24_0,2022-07-13T16:55:42.209Z,,,,,4,676.5999999999767,timeout,,,0.51,,,,,,,,,,,,,,,,,0.49,false,1033221,1033206.64,1032706.64,1032721,1032722.22,1033398.82,,,
stimulus,canvas.Screen,0_13_24_1,2022-07-13T16:55:43.129Z,,,,,4,724.1800000000512,response,,0.51,0.51,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.51blue1yellowb%3D1w%3D100v%3D60.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.49blue1yellowb%3D1w%3D100v%3D60.png,,,,,,,,,true,j,keypress(j),0.49,0.49,false,1034141,1034123,1033206.64,1033399,1033398.82,1034143.82,,,
choice,canvas.Screen,0_13_24_2,2022-07-13T16:55:44.124Z,,,0.49,,4,995.8400000000838,timeout,,,0.51,,0.51,,,2,,,49,,,,,,,,,0.49,false,1035136,1035122.36,1034143.5,1034144,1034143.82,1035139.66,291,,
ITI,canvas.Screen,0_13_24_3,2022-07-13T16:55:44.625Z,,2153,,,4,499.19999999995343,timeout,,,0.51,,,,,,,,,,,,,,,,,0.49,false,1035637,1035623.28,1035122.36,1035137,1035139.66,1035638.86,,,
trial,flow.Sequence,0_13_24,2022-07-13T16:55:44.626Z,,,,,4,2901.060000000056,completion,,,0.51,,,,,,,,,,,,,,,,,0.49,false,1035638,1035623.28,1032706.64,1032721,1032722.22,1035638.86,,,
fixation,canvas.Screen,0_13_25_0,2022-07-13T16:55:45.126Z,,,,,2,676.6199999999953,timeout,,,0.515,,,,,,,,,,,,,,,,,0.505,true,1036137,1036123.28,1035623.28,1035638,1035638.86,1036315.48,,,
stimulus,canvas.Screen,0_13_25_1,2022-07-13T16:55:46.520Z,,,,,2,1197.5200000000186,response,,0.505,0.515,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.505blue1yellowb%3D1w%3D100v%3D8.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D8.png,,,,,,,,,true,f,keypress(f),0.515,0.505,true,1037532,1037513,1036123.28,1036316,1036315.48,1037534.66,,,
choice,canvas.Screen,0_13_25_2,2022-07-13T16:55:47.525Z,,,0.505,,2,1005.140000000014,timeout,,,0.515,,0.515,,,-1,,,48,,,,,,,,,0.505,true,1038537,1038523.24,1037534.32,1037535,1037534.66,1038539.8,290,,
ITI,canvas.Screen,0_13_25_3,2022-07-13T16:55:48.025Z,,2950,,,2,500,timeout,,,0.515,,,,,,,,,,,,,,,,,0.505,true,1039037,1039023.24,1038523.24,1038537,1038539.8,1039039.8,,,
trial,flow.Sequence,0_13_25,2022-07-13T16:55:48.025Z,,,,,2,3384.3800000000047,completion,,,0.515,,,,,,,,,,,,,,,,,0.505,true,1039037,1039023.24,1035623.28,1035638,1035638.86,1039039.8,,,
fixation,canvas.Screen,0_13_26_0,2022-07-13T16:55:48.526Z,,,,,4,675.8199999999488,timeout,,,0.53,,,,,,,,,,,,,,,,,0.51,false,1039537,1039522.54,1039023.24,1039037,1039039.8,1039715.62,,,
stimulus,canvas.Screen,0_13_26_1,2022-07-13T16:55:49.715Z,,,,,4,992.3800000000047,response,,0.53,0.53,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.53blue1yellowb%3D1w%3D100v%3D35.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.51blue1yellowb%3D1w%3D100v%3D35.png,,,,,,,,,true,j,keypress(j),0.51,0.51,false,1040727,1040708,1039522.54,1039715,1039715.62,1040728.9,,,
choice,canvas.Screen,0_13_26_2,2022-07-13T16:55:50.709Z,,,0.51,,4,993.5599999999395,timeout,,,0.53,,0.53,,,-2,,,46,,,,,,,,,0.51,false,1041721,1041706.52,1040728.56,1040729,1040728.9,1041722.46,288,,
ITI,canvas.Screen,0_13_26_3,2022-07-13T16:55:51.209Z,,2719,,,4,500.61999999999534,timeout,,,0.53,,,,,,,,,,,,,,,,,0.51,false,1042221,1042206.52,1041706.52,1041721,1041722.46,1042223.08,,,
trial,flow.Sequence,0_13_26,2022-07-13T16:55:51.209Z,,,,,4,3166.719999999972,completion,,,0.53,,,,,,,,,,,,,,,,,0.51,false,1042221,1042206.52,1039023.24,1039037,1039039.8,1042223.08,,,
fixation,canvas.Screen,0_13_27_0,2022-07-13T16:55:51.709Z,,,,,6,676.9200000000419,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,true,1042721,1042706.52,1042206.52,1042222,1042223.08,1042900,,,
stimulus,canvas.Screen,0_13_27_1,2022-07-13T16:55:52.533Z,,,,,6,627,response,,0.515,0.545,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D29.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.545blue1yellowb%3D1w%3D100v%3D29.png,,,,,,,,,true,f,keypress(f),0.545,0.515,true,1043545,1043527,1042706.52,1042900,1042900,1043546.94,,,
choice,canvas.Screen,0_13_27_2,2022-07-13T16:55:53.525Z,,,0.515,,6,992.7800000000279,timeout,,,0.545,,0.545,,,-3,,,43,,,,,,,,,0.515,true,1044537,1044523.16,1043546.62,1043546,1043546.94,1044539.72,285,,
ITI,canvas.Screen,0_13_27_3,2022-07-13T16:55:54.025Z,,2255,,,6,500,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,true,1045037,1045022.74,1044523.16,1044537,1044539.72,1045039.72,,,
trial,flow.Sequence,0_13_27,2022-07-13T16:55:54.025Z,,,,,6,2799.6600000000326,completion,,,0.545,,,,,,,,,,,,,,,,,0.515,true,1045037,1045022.74,1042206.52,1042222,1042223.08,1045039.72,,,
fixation,canvas.Screen,0_13_28_0,2022-07-13T16:55:54.523Z,,,,,4,675.1199999999953,timeout,,,0.49,,,,,,,,,,,,,,,,,0.47,false,1045536,1045522.02,1045022.74,1045037,1045039.72,1045714.84,,,
stimulus,canvas.Screen,0_13_28_1,2022-07-13T16:55:55.266Z,,,,,4,545.1600000000326,response,,0.49,0.49,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.49blue1yellowb%3D1w%3D100v%3D99.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.47blue1yellowb%3D1w%3D100v%3D99.png,,,,,,,,,true,j,keypress(j),0.47,0.47,false,1046277,1046260,1045522.02,1045714,1045714.84,1046279.72,,,
choice,canvas.Screen,0_13_28_2,2022-07-13T16:55:56.258Z,,,0.47,,4,992.3400000000838,timeout,,,0.49,,0.49,,,6,,,49,,,,,,,,,0.47,false,1047270,1047256.46,1046279.26,1046279,1046279.72,1047272.06,291,,
ITI,canvas.Screen,0_13_28_3,2022-07-13T16:55:56.759Z,,2615,,,4,500.9399999999441,timeout,,,0.49,,,,,,,,,,,,,,,,,0.47,false,1047771,1047756.42,1047256.46,1047270,1047272.06,1047773,,,
trial,flow.Sequence,0_13_28,2022-07-13T16:55:56.759Z,,,,,4,2716.70000000007,completion,,,0.49,,,,,,,,,,,,,,,,,0.47,false,1047771,1047756.42,1045022.74,1045037,1045039.72,1047773,,,
